id,question_id,isTrue,answer,explanation,indexation
3820,764,1,Réponse 5,Explication,5
3821,765,0,Réponse 1,Explication,1
3822,765,1,Réponse 2,Explication,2
3823,765,0,Réponse 3,Explication,3
3824,765,0,Réponse 4,Explication,4
3825,765,0,Réponse 5,Explication,5
3826,766,0,Réponse 1,Explication,1
3827,766,1,Réponse 2,Explication,2
3828,766,0,Réponse 3,Explication,3
3829,766,1,Réponse 4,Explication,4
3830,766,0,Réponse 5,Explication,5
3831,767,1,Réponse 1,Explication,1
3832,767,0,Réponse 2,Explication,2
3833,767,1,Réponse 3,Explication,3
3834,767,0,Réponse 4,Explication,4
3835,767,0,Réponse 5,Explication,5
3836,768,1,Réponse 1,Explication,1
3837,768,0,Réponse 2,Explication,2
3838,768,0,Réponse 3,Explication,3
3839,768,0,Réponse 4,Explication,4
3840,768,0,Réponse 5,Explication,5
3841,769,0,Réponse 1,Explication,1
3842,769,0,Réponse 2,Explication,2
3843,769,0,Réponse 3,Explication,3
3844,769,0,Réponse 4,Explication,4
3845,769,1,Réponse 5,Explication,5
3846,770,0,Réponse 1,Explication,1
3847,770,0,Réponse 2,Explication,2
3848,770,1,Réponse 3,Explication,3
3849,770,0,Réponse 4,Explication,4
3850,770,1,Réponse 5,Explication,5
3851,771,0,Réponse 1,Explication,1
3852,771,0,Réponse 2,Explication,2
3853,771,1,Réponse 3,Explication,3
3854,771,0,Réponse 4,Explication,4
3855,771,0,Réponse 5,Explication,5
3856,772,1,Réponse 1,Explication,1
3857,772,0,Réponse 2,Explication,2
3858,772,0,Réponse 3,Explication,3
3859,772,1,Réponse 4,Explication,4
3860,772,0,Réponse 5,Explication,5
3861,773,0,Réponse 1,Explication,1
3862,773,1,Réponse 2,Explication,2
3863,773,1,Réponse 3,Explication,3
3864,773,0,Réponse 4,Explication,4
3865,773,0,Réponse 5,Explication,5
3866,774,0,Réponse 1,Explication,1
3867,774,0,Réponse 2,Explication,2
3868,774,0,Réponse 3,Explication,3
3869,774,0,Réponse 4,Explication,4
3870,774,1,Réponse 5,Explication,5
3871,775,0,Réponse 1,Explication,1
3872,775,1,Réponse 2,Explication,2
3873,775,0,Réponse 3,Explication,3
3874,775,1,Réponse 4,Explication,4
3875,775,0,Réponse 5,Explication,5
3876,776,1,Réponse 1,Explication,1
3877,776,0,Réponse 2,Explication,2
3878,776,0,Réponse 3,Explication,3
3879,776,0,Réponse 4,Explication,4
3880,776,1,Réponse 5,Explication,5
3881,777,1,Réponse 1,Explication,1
3882,777,1,Réponse 2,Explication,2
3883,777,0,Réponse 3,Explication,3
3884,777,0,Réponse 4,Explication,4
3885,777,0,Réponse 5,Explication,5
3886,778,0,Réponse 1,Explication,1
3887,778,0,Réponse 2,Explication,2
3888,778,0,Réponse 3,Explication,3
3889,778,0,Réponse 4,Explication,4
3890,778,1,Réponse 5,Explication,5
3891,779,0,Réponse 1,Explication,1
3892,779,0,Réponse 2,Explication,2
3893,779,0,Réponse 3,Explication,3
3894,779,1,Réponse 4,Explication,4
3895,779,0,Réponse 5,Explication,5
3896,780,0,Réponse 1,Explication,1
3897,780,0,Réponse 2,Explication,2
3898,780,0,Réponse 3,Explication,3
3899,780,0,Réponse 4,Explication,4
3900,780,1,Réponse 5,Explication,5
3901,781,0,Réponse 1,Explication,1
3902,781,0,Réponse 2,Explication,2
3903,781,0,Réponse 3,Explication,3
3904,781,1,Réponse 4,Explication,4
3905,781,1,Réponse 5,Explication,5
3906,782,1,Réponse 1,Explication,1
3907,782,0,Réponse 2,Explication,2
3908,782,0,Réponse 3,Explication,3
3909,782,0,Réponse 4,Explication,4
3910,782,1,Réponse 5,Explication,5
3911,783,0,Réponse 1,Explication,1
3912,783,0,Réponse 2,Explication,2
3913,783,0,Réponse 3,Explication,3
3914,783,1,Réponse 4,Explication,4
3915,783,0,Réponse 5,Explication,5
3916,784,0,Réponse 1,Explication,1
3917,784,1,Réponse 2,Explication,2
3918,784,0,Réponse 3,Explication,3
3919,784,0,Réponse 4,Explication,4
3920,784,0,Réponse 5,Explication,5
3921,785,0,Réponse 1,Explication,1
3922,785,0,Réponse 2,Explication,2
3923,785,1,Réponse 3,Explication,3
3924,785,1,Réponse 4,Explication,4
3925,785,0,Réponse 5,Explication,5
3926,786,0,Réponse 1,Explication,1
3927,786,0,Réponse 2,Explication,2
3928,786,0,Réponse 3,Explication,3
3929,786,0,Réponse 4,Explication,4
3930,786,1,Réponse 5,Explication,5
3931,787,0,Réponse 1,Explication,1
3932,787,0,Réponse 2,Explication,2
3933,787,0,Réponse 3,Explication,3
3934,787,1,Réponse 4,Explication,4
3935,787,1,Réponse 5,Explication,5
3936,788,0,Réponse 1,Explication,1
3937,788,1,Réponse 2,Explication,2
3938,788,1,Réponse 3,Explication,3
3939,788,0,Réponse 4,Explication,4
3940,788,0,Réponse 5,Explication,5
3941,789,0,Réponse 1,Explication,1
3942,789,0,Réponse 2,Explication,2
3943,789,0,Réponse 3,Explication,3
3944,789,0,Réponse 4,Explication,4
3945,789,1,Réponse 5,Explication,5
3946,790,0,Réponse 1,Explication,1
3947,790,1,Réponse 2,Explication,2
3948,790,0,Réponse 3,Explication,3
3949,790,0,Réponse 4,Explication,4
3950,790,1,Réponse 5,Explication,5
3951,791,0,Réponse 1,Explication,1
3952,791,0,Réponse 2,Explication,2
3953,791,1,Réponse 3,Explication,3
3954,791,0,Réponse 4,Explication,4
3955,791,1,Réponse 5,Explication,5
3956,792,0,Réponse 1,Explication,1
3957,792,0,Réponse 2,Explication,2
3958,792,1,Réponse 3,Explication,3
3959,792,0,Réponse 4,Explication,4
3960,792,1,Réponse 5,Explication,5
3961,793,0,Réponse 1,Explication,1
3962,793,1,Réponse 2,Explication,2
3963,793,0,Réponse 3,Explication,3
3964,793,0,Réponse 4,Explication,4
3965,793,0,Réponse 5,Explication,5
3966,794,1,Réponse 1,Explication,1
3967,794,0,Réponse 2,Explication,2
3968,794,0,Réponse 3,Explication,3
3969,794,0,Réponse 4,Explication,4
3970,794,0,Réponse 5,Explication,5
3971,795,0,Réponse 1,Explication,1
3972,795,1,Réponse 2,Explication,2
3973,795,0,Réponse 3,Explication,3
3974,795,0,Réponse 4,Explication,4
3975,795,0,Réponse 5,Explication,5
3976,796,0,Réponse 1,Explication,1
3977,796,1,Réponse 2,Explication,2
3978,796,0,Réponse 3,Explication,3
3979,796,0,Réponse 4,Explication,4
3980,796,1,Réponse 5,Explication,5
3981,797,0,Réponse 1,Explication,1
3982,797,0,Réponse 2,Explication,2
3983,797,1,Réponse 3,Explication,3
3984,797,0,Réponse 4,Explication,4
3985,797,1,Réponse 5,Explication,5
3986,798,0,Réponse 1,Explication,1
3987,798,0,Réponse 2,Explication,2
3988,798,1,Réponse 3,Explication,3
3989,798,0,Réponse 4,Explication,4
3990,798,0,Réponse 5,Explication,5
3991,799,0,Réponse 1,Explication,1
3992,799,1,Réponse 2,Explication,2
3993,799,0,Réponse 3,Explication,3
3994,799,0,Réponse 4,Explication,4
3995,799,0,Réponse 5,Explication,5
3996,800,0,Réponse 1,Explication,1
3997,800,0,Réponse 2,Explication,2
3998,800,0,Réponse 3,Explication,3
3999,800,1,Réponse 4,Explication,4
4000,800,1,Réponse 5,Explication,5
4001,801,0,Réponse 1,Explication,1
4002,801,1,Réponse 2,Explication,2
4003,801,0,Réponse 3,Explication,3
4004,801,0,Réponse 4,Explication,4
4005,801,0,Réponse 5,Explication,5
4006,802,1,Réponse 1,Explication,1
4007,802,0,Réponse 2,Explication,2
4008,802,1,Réponse 3,Explication,3
4009,802,0,Réponse 4,Explication,4
4010,802,0,Réponse 5,Explication,5
4011,803,0,Réponse 1,Explication,1
4012,803,1,Réponse 2,Explication,2
4013,803,0,Réponse 3,Explication,3
4014,803,0,Réponse 4,Explication,4
4015,803,1,Réponse 5,Explication,5
4016,804,1,Réponse 1,Explication,1
4017,804,0,Réponse 2,Explication,2
4018,804,0,Réponse 3,Explication,3
4019,804,0,Réponse 4,Explication,4
4020,804,0,Réponse 5,Explication,5
4021,805,0,Réponse 1,Explication,1
4022,805,1,Réponse 2,Explication,2
4023,805,0,Réponse 3,Explication,3
4024,805,0,Réponse 4,Explication,4
4025,805,1,Réponse 5,Explication,5
4026,806,0,Réponse 1,Explication,1
4027,806,1,Réponse 2,Explication,2
4028,806,0,Réponse 3,Explication,3
4029,806,1,Réponse 4,Explication,4
4030,806,0,Réponse 5,Explication,5
4031,807,1,Réponse 1,Explication,1
4032,807,0,Réponse 2,Explication,2
4033,807,1,Réponse 3,Explication,3
4034,807,0,Réponse 4,Explication,4
4035,807,0,Réponse 5,Explication,5
4036,808,0,Réponse 1,Explication,1
4037,808,0,Réponse 2,Explication,2
4038,808,1,Réponse 3,Explication,3
4039,808,0,Réponse 4,Explication,4
4040,808,0,Réponse 5,Explication,5
4041,809,0,Réponse 1,Explication,1
4042,809,0,Réponse 2,Explication,2
4043,809,1,Réponse 3,Explication,3
4044,809,0,Réponse 4,Explication,4
4045,809,0,Réponse 5,Explication,5
4046,810,0,Réponse 1,Explication,1
4047,810,0,Réponse 2,Explication,2
4048,810,0,Réponse 3,Explication,3
4049,810,0,Réponse 4,Explication,4
4050,810,1,Réponse 5,Explication,5
4051,811,0,Réponse 1,Explication,1
4052,811,0,Réponse 2,Explication,2
4053,811,0,Réponse 3,Explication,3
4054,811,1,Réponse 4,Explication,4
4055,811,1,Réponse 5,Explication,5
4056,812,0,Réponse 1,Explication,1
4057,812,1,Réponse 2,Explication,2
4058,812,0,Réponse 3,Explication,3
4059,812,0,Réponse 4,Explication,4
4060,812,1,Réponse 5,Explication,5
4061,813,1,Réponse 1,Explication,1
4062,813,0,Réponse 2,Explication,2
4063,813,0,Réponse 3,Explication,3
4064,813,0,Réponse 4,Explication,4
4065,813,0,Réponse 5,Explication,5
4066,814,0,Réponse 1,Explication,1
4067,814,0,Réponse 2,Explication,2
4068,814,0,Réponse 3,Explication,3
4069,814,0,Réponse 4,Explication,4
4070,814,1,Réponse 5,Explication,5
4071,815,1,Réponse 1,Explication,1
4072,815,0,Réponse 2,Explication,2
4073,815,0,Réponse 3,Explication,3
4074,815,0,Réponse 4,Explication,4
4075,815,1,Réponse 5,Explication,5
4076,816,0,Réponse 1,Explication,1
4077,816,0,Réponse 2,Explication,2
4078,816,0,Réponse 3,Explication,3
4079,816,1,Réponse 4,Explication,4
4080,816,0,Réponse 5,Explication,5
4081,817,0,Réponse 1,Explication,1
4082,817,0,Réponse 2,Explication,2
4083,817,0,Réponse 3,Explication,3
4084,817,1,Réponse 4,Explication,4
4085,817,1,Réponse 5,Explication,5
4086,818,1,Réponse 1,Explication,1
4087,818,0,Réponse 2,Explication,2
4088,818,0,Réponse 3,Explication,3
4089,818,0,Réponse 4,Explication,4
4090,818,1,Réponse 5,Explication,5
4091,819,0,Réponse 1,Explication,1
4092,819,1,Réponse 2,Explication,2
4093,819,0,Réponse 3,Explication,3
4094,819,0,Réponse 4,Explication,4
4095,819,0,Réponse 5,Explication,5
4096,820,0,Réponse 1,Explication,1
4097,820,0,Réponse 2,Explication,2
4098,820,1,Réponse 3,Explication,3
4099,820,0,Réponse 4,Explication,4
4100,820,1,Réponse 5,Explication,5
4101,821,0,Réponse 1,Explication,1
4102,821,1,Réponse 2,Explication,2
4103,821,0,Réponse 3,Explication,3
4104,821,1,Réponse 4,Explication,4
4105,821,0,Réponse 5,Explication,5
4106,822,0,Réponse 1,Explication,1
4107,822,0,Réponse 2,Explication,2
4108,822,0,Réponse 3,Explication,3
4109,822,1,Réponse 4,Explication,4
4110,822,1,Réponse 5,Explication,5
4111,823,0,Réponse 1,Explication,1
4112,823,0,Réponse 2,Explication,2
4113,823,0,Réponse 3,Explication,3
4114,823,1,Réponse 4,Explication,4
4115,823,0,Réponse 5,Explication,5
4116,824,0,Réponse 1,Explication,1
4117,824,0,Réponse 2,Explication,2
4118,824,0,Réponse 3,Explication,3
4119,824,0,Réponse 4,Explication,4
4120,824,1,Réponse 5,Explication,5
4121,825,0,Réponse 1,Explication,1
4122,825,0,Réponse 2,Explication,2
4123,825,0,Réponse 3,Explication,3
4124,825,1,Réponse 4,Explication,4
4125,825,0,Réponse 5,Explication,5
4126,826,0,Réponse 1,Explication,1
4127,826,1,Réponse 2,Explication,2
4128,826,0,Réponse 3,Explication,3
4129,826,0,Réponse 4,Explication,4
4130,826,1,Réponse 5,Explication,5
4131,827,0,Réponse 1,Explication,1
4132,827,1,Réponse 2,Explication,2
4133,827,0,Réponse 3,Explication,3
4134,827,0,Réponse 4,Explication,4
4135,827,1,Réponse 5,Explication,5
4136,828,0,Réponse 1,Explication,1
4137,828,0,Réponse 2,Explication,2
4138,828,0,Réponse 3,Explication,3
4139,828,1,Réponse 4,Explication,4
4140,828,0,Réponse 5,Explication,5
4141,829,0,Réponse 1,Explication,1
4142,829,0,Réponse 2,Explication,2
4143,829,0,Réponse 3,Explication,3
4144,829,0,Réponse 4,Explication,4
4145,829,1,Réponse 5,Explication,5
4146,830,0,Réponse 1,Explication,1
4147,830,1,Réponse 2,Explication,2
4148,830,1,Réponse 3,Explication,3
4149,830,0,Réponse 4,Explication,4
4150,830,0,Réponse 5,Explication,5
4151,831,0,Réponse 1,Explication,1
4152,831,1,Réponse 2,Explication,2
4153,831,0,Réponse 3,Explication,3
4154,831,0,Réponse 4,Explication,4
4155,831,0,Réponse 5,Explication,5
4156,832,1,Réponse 1,Explication,1
4157,832,1,Réponse 2,Explication,2
4158,832,0,Réponse 3,Explication,3
4159,832,0,Réponse 4,Explication,4
4160,832,0,Réponse 5,Explication,5
4161,833,0,Réponse 1,Explication,1
4162,833,0,Réponse 2,Explication,2
4163,833,0,Réponse 3,Explication,3
4164,833,1,Réponse 4,Explication,4
4165,833,1,Réponse 5,Explication,5
4166,834,1,Réponse 1,Explication,1
4167,834,0,Réponse 2,Explication,2
4168,834,0,Réponse 3,Explication,3
4169,834,0,Réponse 4,Explication,4
4170,834,0,Réponse 5,Explication,5
4171,835,0,Réponse 1,Explication,1
4172,835,1,Réponse 2,Explication,2
4173,835,1,Réponse 3,Explication,3
4174,835,0,Réponse 4,Explication,4
4175,835,0,Réponse 5,Explication,5
4176,836,1,Réponse 1,Explication,1
4177,836,0,Réponse 2,Explication,2
4178,836,0,Réponse 3,Explication,3
4179,836,1,Réponse 4,Explication,4
4180,836,0,Réponse 5,Explication,5
4181,837,0,Réponse 1,Explication,1
4182,837,1,Réponse 2,Explication,2
4183,837,1,Réponse 3,Explication,3
4184,837,0,Réponse 4,Explication,4
4185,837,0,Réponse 5,Explication,5
4186,838,0,Réponse 1,Explication,1
4187,838,0,Réponse 2,Explication,2
4188,838,0,Réponse 3,Explication,3
4189,838,1,Réponse 4,Explication,4
4190,838,0,Réponse 5,Explication,5
4191,839,0,Réponse 1,Explication,1
4192,839,1,Réponse 2,Explication,2
4193,839,0,Réponse 3,Explication,3
4194,839,0,Réponse 4,Explication,4
4195,839,0,Réponse 5,Explication,5
4196,840,0,Réponse 1,Explication,1
4197,840,0,Réponse 2,Explication,2
4198,840,0,Réponse 3,Explication,3
4199,840,0,Réponse 4,Explication,4
4200,840,1,Réponse 5,Explication,5
4201,841,0,Réponse 1,Explication,1
4202,841,1,Réponse 2,Explication,2
4203,841,0,Réponse 3,Explication,3
4204,841,0,Réponse 4,Explication,4
4205,841,1,Réponse 5,Explication,5
4206,842,1,Réponse 1,Explication,1
4207,842,1,Réponse 2,Explication,2
4208,842,0,Réponse 3,Explication,3
4209,842,0,Réponse 4,Explication,4
4210,842,0,Réponse 5,Explication,5
4211,843,0,Réponse 1,Explication,1
4212,843,0,Réponse 2,Explication,2
4213,843,0,Réponse 3,Explication,3
4214,843,0,Réponse 4,Explication,4
4215,843,1,Réponse 5,Explication,5
4216,844,1,Réponse 1,Explication,1
4217,844,0,Réponse 2,Explication,2
4218,844,0,Réponse 3,Explication,3
4219,844,0,Réponse 4,Explication,4
4220,844,0,Réponse 5,Explication,5
4221,845,0,Réponse 1,Explication,1
4222,845,0,Réponse 2,Explication,2
4223,845,0,Réponse 3,Explication,3
4224,845,1,Réponse 4,Explication,4
4225,845,1,Réponse 5,Explication,5
4226,846,0,Réponse 1,Explication,1
4227,846,0,Réponse 2,Explication,2
4228,846,0,Réponse 3,Explication,3
4229,846,0,Réponse 4,Explication,4
4230,846,1,Réponse 5,Explication,5
4231,847,1,Réponse 1,Explication,1
4232,847,0,Réponse 2,Explication,2
4233,847,0,Réponse 3,Explication,3
4234,847,0,Réponse 4,Explication,4
4235,847,1,Réponse 5,Explication,5
4236,848,1,Réponse 1,Explication,1
4237,848,0,Réponse 2,Explication,2
4238,848,0,Réponse 3,Explication,3
4239,848,1,Réponse 4,Explication,4
4240,848,0,Réponse 5,Explication,5
4241,849,0,Réponse 1,Explication,1
4242,849,1,Réponse 2,Explication,2
4243,849,0,Réponse 3,Explication,3
4244,849,0,Réponse 4,Explication,4
4245,849,0,Réponse 5,Explication,5
4246,850,1,Réponse 1,Explication,1
4247,850,0,Réponse 2,Explication,2
4248,850,1,Réponse 3,Explication,3
4249,850,0,Réponse 4,Explication,4
4250,850,0,Réponse 5,Explication,5
4251,851,0,Réponse 1,Explication,1
4252,851,1,Réponse 2,Explication,2
4253,851,0,Réponse 3,Explication,3
4254,851,1,Réponse 4,Explication,4
4255,851,0,Réponse 5,Explication,5
4256,852,0,Réponse 1,Explication,1
4257,852,0,Réponse 2,Explication,2
4258,852,0,Réponse 3,Explication,3
4259,852,1,Réponse 4,Explication,4
4260,852,1,Réponse 5,Explication,5
4261,853,0,Réponse 1,Explication,1
4262,853,0,Réponse 2,Explication,2
4263,853,1,Réponse 3,Explication,3
4264,853,0,Réponse 4,Explication,4
4265,853,0,Réponse 5,Explication,5
4266,854,1,Réponse 1,Explication,1
4267,854,0,Réponse 2,Explication,2
4268,854,0,Réponse 3,Explication,3
4269,854,0,Réponse 4,Explication,4
4270,854,0,Réponse 5,Explication,5
4271,855,1,Réponse 1,Explication,1
4272,855,0,Réponse 2,Explication,2
4273,855,0,Réponse 3,Explication,3
4274,855,0,Réponse 4,Explication,4
4275,855,0,Réponse 5,Explication,5
4276,856,1,Réponse 1,Explication,1
4277,856,0,Réponse 2,Explication,2
4278,856,0,Réponse 3,Explication,3
4279,856,0,Réponse 4,Explication,4
4280,856,1,Réponse 5,Explication,5
4281,857,1,Réponse 1,Explication,1
4282,857,0,Réponse 2,Explication,2
4283,857,0,Réponse 3,Explication,3
4284,857,1,Réponse 4,Explication,4
4285,857,0,Réponse 5,Explication,5
4286,858,0,Réponse 1,Explication,1
4287,858,0,Réponse 2,Explication,2
4288,858,0,Réponse 3,Explication,3
4289,858,0,Réponse 4,Explication,4
4290,858,1,Réponse 5,Explication,5
4291,859,0,Réponse 1,Explication,1
4292,859,0,Réponse 2,Explication,2
4293,859,1,Réponse 3,Explication,3
4294,859,0,Réponse 4,Explication,4
4295,859,0,Réponse 5,Explication,5
4296,860,0,Réponse 1,Explication,1
4297,860,0,Réponse 2,Explication,2
4298,860,0,Réponse 3,Explication,3
4299,860,1,Réponse 4,Explication,4
4300,860,1,Réponse 5,Explication,5
4301,861,0,Réponse 1,Explication,1
4302,861,0,Réponse 2,Explication,2
4303,861,1,Réponse 3,Explication,3
4304,861,0,Réponse 4,Explication,4
4305,861,0,Réponse 5,Explication,5
4306,862,0,Réponse 1,Explication,1
4307,862,1,Réponse 2,Explication,2
4308,862,0,Réponse 3,Explication,3
4309,862,1,Réponse 4,Explication,4
4310,862,0,Réponse 5,Explication,5
4311,863,1,Réponse 1,Explication,1
4312,863,1,Réponse 2,Explication,2
4313,863,0,Réponse 3,Explication,3
4314,863,0,Réponse 4,Explication,4
4315,863,0,Réponse 5,Explication,5
4316,864,0,Réponse 1,Explication,1
4317,864,0,Réponse 2,Explication,2
4318,864,0,Réponse 3,Explication,3
4319,864,0,Réponse 4,Explication,4
4320,864,1,Réponse 5,Explication,5
4321,865,0,Réponse 1,Explication,1
4322,865,1,Réponse 2,Explication,2
4323,865,0,Réponse 3,Explication,3
4324,865,1,Réponse 4,Explication,4
4325,865,0,Réponse 5,Explication,5
4326,866,0,Réponse 1,Explication,1
4327,866,1,Réponse 2,Explication,2
4328,866,0,Réponse 3,Explication,3
4329,866,0,Réponse 4,Explication,4
4330,866,1,Réponse 5,Explication,5
4331,867,1,Réponse 1,Explication,1
4332,867,0,Réponse 2,Explication,2
4333,867,0,Réponse 3,Explication,3
4334,867,0,Réponse 4,Explication,4
4335,867,1,Réponse 5,Explication,5
4336,868,1,Réponse 1,Explication,1
4337,868,0,Réponse 2,Explication,2
4338,868,0,Réponse 3,Explication,3
4339,868,0,Réponse 4,Explication,4
4340,868,0,Réponse 5,Explication,5
4341,869,0,Réponse 1,Explication,1
4342,869,0,Réponse 2,Explication,2
4343,869,1,Réponse 3,Explication,3
4344,869,0,Réponse 4,Explication,4
4345,869,0,Réponse 5,Explication,5
4346,870,1,Réponse 1,Explication,1
4347,870,0,Réponse 2,Explication,2
4348,870,0,Réponse 3,Explication,3
4349,870,0,Réponse 4,Explication,4
4350,870,0,Réponse 5,Explication,5
4351,871,0,Réponse 1,Explication,1
4352,871,1,Réponse 2,Explication,2
4353,871,0,Réponse 3,Explication,3
4354,871,0,Réponse 4,Explication,4
4355,871,1,Réponse 5,Explication,5
4356,872,0,Réponse 1,Explication,1
4357,872,0,Réponse 2,Explication,2
4358,872,1,Réponse 3,Explication,3
4359,872,0,Réponse 4,Explication,4
4360,872,1,Réponse 5,Explication,5
4361,873,0,Réponse 1,Explication,1
4362,873,0,Réponse 2,Explication,2
4363,873,1,Réponse 3,Explication,3
4364,873,0,Réponse 4,Explication,4
4365,873,0,Réponse 5,Explication,5
4366,874,0,Réponse 1,Explication,1
4367,874,0,Réponse 2,Explication,2
4368,874,1,Réponse 3,Explication,3
4369,874,0,Réponse 4,Explication,4
4370,874,0,Réponse 5,Explication,5
4371,875,0,Réponse 1,Explication,1
4372,875,1,Réponse 2,Explication,2
4373,875,1,Réponse 3,Explication,3
4374,875,0,Réponse 4,Explication,4
4375,875,0,Réponse 5,Explication,5
4376,876,1,Réponse 1,Explication,1
4377,876,0,Réponse 2,Explication,2
4378,876,0,Réponse 3,Explication,3
4379,876,0,Réponse 4,Explication,4
4380,876,0,Réponse 5,Explication,5
4381,877,0,Réponse 1,Explication,1
4382,877,1,Réponse 2,Explication,2
4383,877,1,Réponse 3,Explication,3
4384,877,0,Réponse 4,Explication,4
4385,877,0,Réponse 5,Explication,5
4386,878,0,Réponse 1,Explication,1
4387,878,0,Réponse 2,Explication,2
4388,878,0,Réponse 3,Explication,3
4389,878,1,Réponse 4,Explication,4
4390,878,1,Réponse 5,Explication,5
4391,879,0,Réponse 1,Explication,1
4392,879,0,Réponse 2,Explication,2
4393,879,0,Réponse 3,Explication,3
4394,879,1,Réponse 4,Explication,4
4395,879,0,Réponse 5,Explication,5
4396,880,1,Réponse 1,Explication,1
4397,880,0,Réponse 2,Explication,2
4398,880,0,Réponse 3,Explication,3
4399,880,0,Réponse 4,Explication,4
4400,880,1,Réponse 5,Explication,5
4401,881,0,Réponse 1,Explication,1
4402,881,1,Réponse 2,Explication,2
4403,881,0,Réponse 3,Explication,3
4404,881,0,Réponse 4,Explication,4
4405,881,1,Réponse 5,Explication,5
4406,882,0,Réponse 1,Explication,1
4407,882,1,Réponse 2,Explication,2
4408,882,0,Réponse 3,Explication,3
4409,882,0,Réponse 4,Explication,4
4410,882,1,Réponse 5,Explication,5
4411,883,0,Réponse 1,Explication,1
4412,883,0,Réponse 2,Explication,2
4413,883,0,Réponse 3,Explication,3
4414,883,0,Réponse 4,Explication,4
4415,883,1,Réponse 5,Explication,5
4416,884,0,Réponse 1,Explication,1
4417,884,0,Réponse 2,Explication,2
4418,884,0,Réponse 3,Explication,3
4419,884,0,Réponse 4,Explication,4
4420,884,1,Réponse 5,Explication,5
4421,885,0,Réponse 1,Explication,1
4422,885,0,Réponse 2,Explication,2
4423,885,1,Réponse 3,Explication,3
4424,885,0,Réponse 4,Explication,4
4425,885,0,Réponse 5,Explication,5
4426,886,1,Réponse 1,Explication,1
4427,886,1,Réponse 2,Explication,2
4428,886,0,Réponse 3,Explication,3
4429,886,0,Réponse 4,Explication,4
4430,886,0,Réponse 5,Explication,5
4431,887,1,Réponse 1,Explication,1
4432,887,0,Réponse 2,Explication,2
4433,887,0,Réponse 3,Explication,3
4434,887,0,Réponse 4,Explication,4
4435,887,1,Réponse 5,Explication,5
4436,888,0,Réponse 1,Explication,1
4437,888,0,Réponse 2,Explication,2
4438,888,0,Réponse 3,Explication,3
4439,888,0,Réponse 4,Explication,4
4440,888,1,Réponse 5,Explication,5
4441,889,0,Réponse 1,Explication,1
4442,889,0,Réponse 2,Explication,2
4443,889,1,Réponse 3,Explication,3
4444,889,0,Réponse 4,Explication,4
4445,889,0,Réponse 5,Explication,5
4446,890,1,Réponse 1,Explication,1
4447,890,0,Réponse 2,Explication,2
4448,890,0,Réponse 3,Explication,3
4449,890,1,Réponse 4,Explication,4
4450,890,0,Réponse 5,Explication,5
4451,891,0,Réponse 1,Explication,1
4452,891,1,Réponse 2,Explication,2
4453,891,0,Réponse 3,Explication,3
4454,891,0,Réponse 4,Explication,4
4455,891,0,Réponse 5,Explication,5
4456,892,0,Réponse 1,Explication,1
4457,892,0,Réponse 2,Explication,2
4458,892,0,Réponse 3,Explication,3
4459,892,1,Réponse 4,Explication,4
4460,892,1,Réponse 5,Explication,5
4461,893,1,Réponse 1,Explication,1
4462,893,0,Réponse 2,Explication,2
4463,893,1,Réponse 3,Explication,3
4464,893,0,Réponse 4,Explication,4
4465,893,0,Réponse 5,Explication,5
4466,894,0,Réponse 1,Explication,1
4467,894,0,Réponse 2,Explication,2
4468,894,1,Réponse 3,Explication,3
4469,894,0,Réponse 4,Explication,4
4470,894,0,Réponse 5,Explication,5
4471,895,0,Réponse 1,Explication,1
4472,895,1,Réponse 2,Explication,2
4473,895,1,Réponse 3,Explication,3
4474,895,0,Réponse 4,Explication,4
4475,895,0,Réponse 5,Explication,5
4476,896,0,Réponse 1,Explication,1
4477,896,1,Réponse 2,Explication,2
4478,896,1,Réponse 3,Explication,3
4479,896,0,Réponse 4,Explication,4
4480,896,0,Réponse 5,Explication,5
4481,897,1,Réponse 1,Explication,1
4482,897,0,Réponse 2,Explication,2
4483,897,0,Réponse 3,Explication,3
4484,897,0,Réponse 4,Explication,4
4485,897,1,Réponse 5,Explication,5
4486,898,0,Réponse 1,Explication,1
4487,898,0,Réponse 2,Explication,2
4488,898,0,Réponse 3,Explication,3
4489,898,0,Réponse 4,Explication,4
4490,898,1,Réponse 5,Explication,5
4491,899,0,Réponse 1,Explication,1
4492,899,1,Réponse 2,Explication,2
4493,899,0,Réponse 3,Explication,3
4494,899,0,Réponse 4,Explication,4
4495,899,0,Réponse 5,Explication,5
4496,900,0,Réponse 1,Explication,1
4497,900,0,Réponse 2,Explication,2
4498,900,0,Réponse 3,Explication,3
4499,900,0,Réponse 4,Explication,4
4500,900,1,Réponse 5,Explication,5
4501,901,0,Réponse 1,Explication,1
4502,901,0,Réponse 2,Explication,2
4503,901,1,Réponse 3,Explication,3
4504,901,1,Réponse 4,Explication,4
4505,901,0,Réponse 5,Explication,5
4506,902,0,Réponse 1,Explication,1
4507,902,1,Réponse 2,Explication,2
4508,902,0,Réponse 3,Explication,3
4509,902,0,Réponse 4,Explication,4
4510,902,1,Réponse 5,Explication,5
4511,903,1,Réponse 1,Explication,1
4512,903,0,Réponse 2,Explication,2
4513,903,0,Réponse 3,Explication,3
4514,903,0,Réponse 4,Explication,4
4515,903,0,Réponse 5,Explication,5
4516,904,0,Réponse 1,Explication,1
4517,904,0,Réponse 2,Explication,2
